,Score,Tweets
312,0.1,"$PYPL - 10-K - the legal and regulatory environment relating to privacy and data protection laws, which continue to develop in ways we cannot predict, including with respect to evolving technologies such as cloud computing and blockchain technology. - http://snt.io/iAExaW2pa"
313,0.8,$PYPL: Why Investors Should Be Happy With PayPal Now: https://www.StockNewsWires.com/pypl-why-investors-should-be-happy-with-paypal-now/ …
314,0.6,"Good technicals, but also a nice setup pattern forming for $PYPL. Now part of our top breakout selection. https://www.chartmill.com/analyze.php?utm_source=twitterUS&utm_medium=TA&utm_content=DAILYCHART&utm_campaign=social_tracking#/PYPL?key=0b412785-3eeb-41bd-9416-2c187f89e1d2 …"
315,0.0,"Analysts' View on $EL, $MHO, $VRTX, $TUIFF, $PYPL, $VSH http://crweworld.com/symbol/VRTX"
316,0.0,"$PYPL: Valor en muy cerca de máximos con una operativa muy similar a la de $CACC, es decir, entrega de resultados + GAP bajista cerrado y prolongación al alza. Hemos entrado hoy en apertura y esperamos que acabe en máximos en poco tiempopic.twitter.com/MASKU4eLSg"
317,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/bk8N30nBe9n It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
318,0.13636363636363635,$PYPL: New Insider Filing on President and CEO DANIEL H SCHULMAN: http://insideri.com/https:__www.sec.gov_Archives_edgar_data_1633917_000163391719000041_0001633917-19-000041 …
319,0.04,"Wed (2/6/19) highest % above OR 30-min high for Call options expiring thru next week, Up/Avg Gain of today's thirteen 30-min bars & G/L % in final 30-Min (Stock Min $20, Opt Vol in any strike > 1000, Delta > .50): $KMB $NYT $GILD $ICE $CIT $PYPL $IBM $AXP $HPpic.twitter.com/gaX5YlGa3I"
320,0.0,Current positions pinned & updated on changes: $TTWO $TWTR $EA $NTDOY $PYPL $GTBIF $MPXEF $ITHUF $SECO $CWBHF
321,0.0,Add to list for tomorrow $TMUS $NUGT $SAEX $CGC $MNOV $KEX $GILT $XLU $AMD $MSFT $PCG $PYPL #StockMarket #stocks #investor #Stock #StockMarketNewspic.twitter.com/GFJJKlwti5
322,0.16818181818181818,"$PYPL: New Insider Filing on EVP, Chief Operating Officer WILLIAM J READY: http://insideri.com/https:__www.sec.gov_Archives_edgar_data_1643573_000163391719000039_0001633917-19-000039 …"
323,-0.1,"$PYPL PayPal Holdings, Inc. SEC Filing: Form 4 http://www.sec.gov/Archives/edgar/data/1633917/000163391719000039/xslF345X03/edgardoc.xml …"
324,0.0,"$PYPL Feb 1, CFO Sells 32999 (-27537 Net) Shrs; Net: -2.76M; Acq'd: 5462 33.80/s; Disp'd: 32999 89.21/s https://is.gd/U6p7jH"
325,0.6,Nice I got in some $SQ eod. $PYPL 2.0
326,0.4121212121212121,"RiverPark w/ detailed investment theses for new 4Q18 positions $MSFT, $NOW, $TWTR, $PANW, $PYPL, $AXP, $INXN, $DG, $ATVI, $STZ; also good updates on $FB, $BX, $AAPL, $AMT, $CME http://www.riverparkfunds.com/Data/Sites/17/media/docs/rplgf/commentary/RiverPark_Large_Growth_Fund_4Q18.pdf …"
327,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/qEYu30nyc4V It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
328,0.05333333333333334,"Mon (2/4/19) highest % above OR 30-min high for Call options expiring this week, Up/Avg Gain of today's thirteen 30-min bars & G/L % in final 30-Min (Stock Min $10, Opt Vol in any strike > 500, Delta > .40): $RTN $CVX $IBM $MSFT $PYPL $NFLX $SHAK $WDC $ET $BHC $CRONpic.twitter.com/xZTQknV0tP"
329,0.0,"Man I dont know. Look at $MA, $V and $pypl earnings. No contraction in site"
330,0.2,Made $20K today! Thanks to the option trades from http://Optionsbypros.com $AMAT $IQ $KMI $KKR $KHC $VER $BABA $BIDU $ET $HBAN $PYPL $AUY $SBUX $TJX $NFLX $GOOGL $AGNC $JNJ $TME $WDC $WFC $COTY $CLF $PM $SAN $OAS $JCI $SNE $WU $TSLA $CBS $FOXA $FE $DE $HPQ $HBI $CFG $COF $COP $OXY
331,-0.19,"$PYPL or $AAPL could change that. Apple would have a potential cold storage advantage. PayPal has much better user base to tap. If crypto is the currency for the apocalypse, probably needs to work without internet - advantage to Apple. Both require power. Long way to go."
332,0.2,Made $20K today! thanks to the option trades from http://Optionsbypros.com $CZR $GE $AMD $P $BAC $MS $C $CHK $CRON $NOK $SIRI $T $INTC $MU $ABEV $AAPL $FB $ACB $APHA $VALE $ENLK $PFE $STMC $ECA $FOXA $XOM $CVX $SNAP $DWDP $NIO $EBAY $PYPL $KO $TWTR $CMCSA $BMY $C $ATVI $CVS $CTL
333,0.0,Scan results - Bullish Engulfing today: $HUD $PYPL $CBOE ...https://swingtradebot.com/events/13-bullish-engulfing/equities?selected_date=2019-02-01 …
334,0.0,Positions [02/01/2019] High/Low $BA $AMZN $ISRG $AAPL $RTN $URI $CRM $NVDA $MCD $PYPL $BP $NRG $ENB $GE $TEVA Cash 20.80% Reduced $NVDA Otherwise Holding all Positions.
335,0.16666666666666666,Buy The Pullbacks. There are a few names we’ve been tracking and trading with good results. The recent drop on earnings may provide another opportunity to build into them. Let’s review their levels. #Options #Trading @henrygambell $ZS $YUM $PYPL #CMEhttps://www.simplertrading.com/daily/options-free/buy-the-pullbacks/ …
336,0.5,PayPal CFO: 'We were really pleased with the quarter' $PYPL https://bit.ly/2sZm8Qc
337,0.2641975308641975,If Trading was as easy as green light red light. Here's a trade that was a winner but took awhile. $PYPL was a win for us today but the line wasn't straight down. Learn more at http://gapedgetrading.com pic.twitter.com/1D07F7pxGa
338,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/D3JJ30nsJwX It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
339,0.0,Scan results - MACD Bearish Signal Line Cross today: $CNXM $MUSA $HRB $BERY $WRD $MCD $PYPL $SITE $MDP $UMBF $GNTX $LGIH $CDK $AGNC $WLK $UNT $BCEI $GRFS $DRI $AMCX ...https://swingtradebot.com/events/65-macd-bearish-signal-line-cross/equities?selected_date=2019-01-31 …
340,0.0,Paypal $PYPL Issues FY 2019 Earnings Guidance http://americanbankingnews.com/?p=9369139 #stocks
341,0.0,Paypal $PYPL Updates Q1 2019 Earnings Guidance http://americanbankingnews.com/?p=9369153 #stocks
342,0.0,Stocks making the biggest moves after hours: $FB $MSFT $TSLA $QCOM $V $PYPL $V $WYNN $Xhttps://cnb.cx/2Uxxtmf
343,0.4,"$PYPL If you missed the earnings calls, it's available on our app for on-demand listening --- https://itunes.apple.com/us/app/borsa-earnings-calls/id1414117603?mt=8 …"
344,0.2,Made $20K today. Thanks to the option trades from http://optionsbypros.com … $PHM $PLCE $PM $PRTY $PSTG $PYPL $QD $TQQQ $QRVO $QSR $RIG $ROKU $ROST $SEND $SHOP $SINA $SNAP $SNPS $SPLK $SPY $SQ $STZ $STX $TELL $TEVA $TGT $TLT $TNA $TNDM $TOL $TSLA $TSM
345,0.0,Prepping a monster list of Earnings for tomorrow for Cabot Options Traders. $FB $MSFT $NOW $PYPL $V $TSLA $GE. https://cabotwealth.com/subscription-offers/cabot-options-trader/?ecid=wted …pic.twitter.com/YXE6zs0zxB
346,0.0,"Every year since the $PYPL spinoff, $EBAY stand-alone operating margin has declined. FY18 was no exception. Decline continued YoY in Q4 18 as well."
347,0.09999999999999999,"Future R all up on $AMD, $AAPL earnings beats. I think $BA & $BABA join them tomorrow & the market takes off. Not sure how long it lasts, but tomorrow should be a good day for equities. $QQQ $SPY $IWM $SQ $NVDA $PYPL https://twitter.com/ResCon1/status/1090352596034953216 …"
348,0.0,$PYPL: PayPal Q4 2018 Earnings Preview: https://www.StockNewsWires.com/pypl-paypal-q4-2018-earnings-preview/ …
349,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/aPIA30nsJpQ It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
350,-0.7,#Jupiter in #Ophiuchus https://goo.gl/jpXWza #2019shift #SCOTUS #FED #inflation #Saudi #MsB #Brent #Crude #Oil #TASI #Tadawul $TASI $F $BAC $PG $AMD $CLF $ERIC $PTI $JPM $PYPL $OZK $EBAY $AAPL $V $UN $YNDX $TWTR $GE $PM $VLO $BABA $MS $SKX $ABX $CL $MU $SQ $NOK $H…
351,0.0,Nvidia Drops A Bomb Sending Stocks Lower on January 28 $spy $nvda $amd $sq $mu $amzn $aapl $pypl $qqq $smh $soxxhttps://mottcapitalmanagement.com/nvidia-drops-a-bomb-sending-stocks-lower-on-january-28/ …
352,-0.03333333333333333,$PYPL breakout last week at this point not confirmed after today's action pic.twitter.com/iFu6ZqUmpS
353,0.375,"$PYPL $TWLO $CGC $TLRY all ""bull market "" stocks >>all act great & all are ...as i say ...""going"".. ...... long all 4"
354,0.0,$PYPL Paypal Holdings Inc. Option Order Flow Sentiment has Shifted from Bullish to Bearish. https://marketchameleon.com/Overview/PYPL/OptionOrderSentiment/ …
355,0.04404761904761904,"@jimcramer you left out $PYPL in tonight’s show (limited time, space-I get it). Still, I think with traditional retailers’ success this past holiday season with buy online, pick up in store, in addition to everything else going right for it, PayPal is going to blow #s away."
356,0.2833333333333333,The #SectorSelector is available; the full version for premium @Market_Scholars found at https://www.marketscholars.com/category/sector-selector/ … features stocks near highs like: $ACC $AIV $HCP $MPW $OHI $SBAC $WELL $WPC $ARRS $FISV $KEYS $OKTA $PYPL $TDC $TEAM $TWLO $WDAY $XLNX $CRON $REGN $RMD $WM $CMG $HOLXpic.twitter.com/KoTdUUeguv
357,0.0,#Earnings for next week (1/28-2/1): $ABBV $DHI $CAT $AMD $EBAY $BABA $FB $MSFT $PYPL $T $TSLA $X $AMZN $GE $S $SYMC $DWDP $XOM $CVX https://zeststockmirror.blogspot.com/2019/01/notable-earnings-for-next-week-128-21.html?spref=tw …
358,-0.1,"$PYPL PayPal Holdings, Inc. SEC Filing: Form 3/A http://www.sec.gov/Archives/edgar/data/1633917/000163391719000030/xslF345X02/edgardoc.xml …"
359,0.5,It's over for short sellers and crooks bashing they lost all their money to the world's best traders $NFLX $CMG $NFLX $PYPL https://blog.autonomoustrading.io/market-legend-no-one-has-ever-lost-money-investing-in-paypal/ …
360,0.5,Notable calls flow today: $PCG $GM $QCOM $LVS $NIO $PYPL http://bit.ly/2q2awKg .
361,0.0,$PYPL maybe looking to make that move before earnings pic.twitter.com/eYtb9xoYAx
362,0.0,$PYPL test buying some
363,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/djZh30nliLS It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
364,0.2,Scan results - Cup with Handle today: $CTXS $HDB $ORI $HRC $LPLA $NATI $RY $LLY $KMB $BGS $CIB $RGLD $NVO $PYPL $CCK $LIN $ALLY $TXRH $MTG $FAST ...https://swingtradebot.com/events/61-cup-with-handle/equities?selected_date=2019-01-24 …
365,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/zO6y30nliKR It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
366,0.0,"Wed (1/23/19) strongest final 30-min close (Min $5, Vol > 1.75M, Opt Vol in any strike > 500): $WETF $TMUS $URI $FISV $WB $BIDU $IGT $PYPL $X $VRTXpic.twitter.com/gasb9TunbE"
367,0.22499999999999998,$PYPL ready for breakout? It is showing a excellent technical setup pattern at least. https://www.chartmill.com/analyze.php?utm_source=twitterUS&utm_medium=TA&utm_content=DAILYCHART&utm_campaign=social_tracking#/PYPL?key=0b412785-3eeb-41bd-9416-2c187f89e1d2&tab=br …
368,-0.15,Paypal Holdings Inc $PYPL Receives Average Rating of “Buy” from Analysts http://thelincolnianonline.com/?p=2643485
369,0.0,Our Founding Fathers would be spinning to learn that our government has become so divided that even the SOTU address is now weaponized. $XLF $MS $SPY $SPX $ES_F $NQ_F $C $JPM $AAPL $MSFT $GOOG $DAX $DB $FTSE $fAS $AAPL $AMZN $FB $GOOG $DIA $IWM $NVDA $FXI $UVXY $AA $BLK $SQ $PYPL
370,0.0,$FCAU $GE $FB $AAL $F $AAPL $BAC $GE $MSFT $NVDA $BAC $BMY $NFLX $JD $VZ $WFC $TWTR $CELG $PYPL $TSLA Highest volume strikespic.twitter.com/ODKf8a2Lf8
371,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/j5cx30nliJy It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
372,0.0,"Shopify, PayPal Among Stocks Defining Tomorrow's E-Commerce http://bit.ly/2Dt9oHu $SHOP $PYPL $ETSY $SQ"
373,0.0,"Shopify $SHOP, PayPal $PYPL are among stocks defining tomorrow's e-commerce. https://www.thestreet.com/investing/stocks/shopify-paypal-among-stocks-defining-tomorrow-s-e-commerce-14839695 …"
374,0.0,He swing $NVDA and $PYPL if I have to guess
375,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/lb9830nliGL It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
376,0.0,Scan results - Cup with Handle today: $NATI $LLY $CNI $SNN $KREF $CYBR $PYPL $CB $TMUS $CTXS $KMB $TFX $BABY $NVO $SJR $GPMT $TXRH $BGS $HLF $PLAB ...https://swingtradebot.com/events/61-cup-with-handle/equities?selected_date=2019-01-18 …
377,0.3,Should come in handy when paying back usurious payday loan shark interest... $PYPL https://twitter.com/zerohedge/status/1086394055234342918 …
378,0.0,$PYPL https://twitter.com/zerohedge/status/1086394055234342918 …
379,0.13636363636363635,$PYPL: New Insider Filing on Director DEBORAH M. MESSEMER: http://insideri.com/1754424_000163391719000021_0001633917-19-000021 …
380,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/1mEI30nliFW It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
381,0.0,Scan results - Cup with Handle today: $TFX $HA $CIB $LOCO $CCJ $NATI $PLAB $BABY $CCK $ORI $FL $CB $PYPL $EW $EQC $KMB $SJR $CYBR $MDC $TXRH ...https://swingtradebot.com/events/61-cup-with-handle/equities?selected_date=2019-01-17 …
382,0.0,PayPal Gains While Amazon Pay Declines Among Online Merchants $PYPL $AMZNhttps://www.thestreet.com/technology/paypal-gains-amazon-pay-declines-14837711 …
383,0.5,#estate asset watch - top money flow today ( price x volume ) $AMZN $NFLX $AAPL $BAC $MSFT $BABA $FB $MS $NVDA $AMD $GS $SQ $FISV $JPM $C $BA $TSLA $FDC $WFC $GOOGL $HD $MRK $MU $BMY $QCOM $CELG $GE $PYPL $GOOG $PFE $AVGO $UNH $VZ $CSCO $CAT $TSM $T $INTC $JNJ $V $CMCSA $PCG $CSXpic.twitter.com/YqoPl7wEeP
384,-0.75,$NSPX 0026!? CRAZY! #BIOTECH traded $150+ BRAIN CANCER #blockchain #startup $AAPL $SIRI $SBUX $CSCO $INTC $HEAR $CLDX $AUTO $ACER $RIOT $QCOM $SNAP $FB $NETE $DCTH $RXMD $RNVA $VEND $DTST $PLSE $GROW $BLCM $AKER $SECO $AMZN $NVDA $NFLX $PAY $PYPL $CRM $ORCL $NVCN $Tpic.twitter.com/TmiupozRHs
385,0.13636363636363635,New Post: Bases to Watch for Market Intentions https://www.zentrendstrading.com/blog/bases $PYPL $LULU $WYNN $AMZN $PANW $FTNT $VEEV
386,0.0,Webinar about to start. We are discussing $SPY $AAPL $PYPL and others. Also discussing SMA strategy we use. https://join.freeconferencecall.com/c_pochobradsky
387,0.0,VIDEO: Using Bollinger Bands to Book Profits $V $DFS $MA $PYPL $SQhttp://bit.ly/2rmG3qI
388,0.0,Scan results - Cup with Handle today: $TFX $RBA $NATI $VRTX $SJR $EW $CYBR $KMB $CPB $FIVN $GPMT $GCO $BABY $NWBI $PFSI $MELI $PYPL $GTLS $HLF $FL ...https://swingtradebot.com/events/61-cup-with-handle/equities?selected_date=2019-01-16 …
389,0.0,Scan results - Bearish Engulfing today: $FIS $DOCU $FCN $MRTX $MLHR $WAGE $ICLR $EOLS $PYPL $CERN $WM $HES $BGS $UTHR $POST $TGI $MDLZ $CBRL $LDOS $AVGO ...https://swingtradebot.com/events/14-bearish-engulfing/equities?selected_date=2019-01-16 …
390,0.24999999999999997,"$SQ settled +1.2% at $65.96. S/t price structure is a baby bull flag, offer green gap zone of 70/72. superior alt: $PYPL @FahadVakilpic.twitter.com/ILMIHkEcbh"
391,0.0,"BETTING MARKET SAYS NO SECOND #BREXIT REFERENDUM (32%) $spx $spy $qqq $dia $indu $eem $aapl $fb $goog $tsla $amzn $crm $vix $tvix $c $jpm $wfc $gs $cgc $tlry $cron $hd $low $lulu $m $t $v $ma $dal $ba $aa $mu $amd $nvda $csco $crm $twtr $pypl @PredictIthttps://www.predictit.org/markets/detail/5049/Will-the-UK-announce-another-Brexit-referendum-by-Mar-31,-2019 …"
392,0.0,Paypal Holdings Corp $PYPL Technical Update https://goo.gl/fb/dtthqH
393,1.0,"$PYPL & $ROKU in one presentation, awesome. …https://38cjxsde635anttomvn6z8h-wpengine.netdna-ssl.com/wp-content/uploads/ideas19-elliot-turner.pdf …"
394,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/mRR730nidu2 It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
395,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/a2ME30nd44X It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
396,-0.26666666666666666,"#cashless $PYPL Underbanked #Americans can spend nearly 10% of their income on fees. Here's how tech can help. PayPal CFO John Rainey explains why it's ""expensive to be poor.""https://www.marketwatch.com/video/sectorwatch/paypal-cfo-here-why-it-expensive-to-be-poor/FC0D6FB5-072A-46A1-9A36-80930EFA034B.html?mod=MW_home_top_stories …"
397,0.6,"$PYPL: PayPal appoints Allison Johnson as Chief Marketing Officer, effective today http://bit.ly/2VUv9Hb"
398,0.39999999999999997,$ES $AMZN $NVDA I would like to thank you for such a wonderful #trading day.. $NFLX $PYPL not so much.....
399,0.0,$PYPL - PayPal hires CMO https://seekingalpha.com/news/3422840-paypal-hires-cmo?source=tweet …
400,0.0,$SQ $PYPL: Square Might Become a Monster Stock if It Reaches This Goal: https://www.StockNewsWires.com/sq-pypl-square-might-become-a-monster-stock-if-it-reaches-this-goal/ …
401,0.0,"Square Might Become a Monster Stock if It Reaches This Goal @themotleyfool #stocks $SQ, $PYPL https://www.fool.com/investing/2019/01/11/square-might-become-a-monster-stock-if-it-reaches.aspx …"
402,0.225,3 Simple Setups #Options #Trading Stock indexes are at an interesting crux after a sharp rally off the lows. These 3 stocks saw great performance inside that and I’ll be looking at any pullbacks for a chance to get long. $PYPL $WING $YUMhttps://www.simplertrading.com/daily/options-free/3-simple-setups-01142019/ …
403,0.0,Scan results - Cup with Handle today: $TERP $GTLS $TGE $ARLP $AMGN $TMUS $CVA $MNST $REGN $SO $NI $HLF $FIVN $VAR $NVO $PYPL $SNN $TECD $KMB $ARI ...https://swingtradebot.com/events/61-cup-with-handle/equities?selected_date=2019-01-11 …
404,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/VbI130nd42v It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
405,0.10221861471861472,"It PAYS to be in the RIGHT Place at the RIGHT Time! #RampUpTrading is catching some #GOLDBARS Check out just a few plays our LIVE Option Scanner was Spitting out today! $CAT $PYPL & the Crazy $PCG Talk about ""Someone Knew something"" #Options #Stocks #BigMoney @RockSolidTraderpic.twitter.com/9OQRtSdEYR"
406,0.125,+42 Points Plus a Handful of Scalps Not Listed! Busy Day! Trade with @RockSolidTrader & @cml41987 $GOOGL +5.50 $SPY +2.50 $CGC +2 $AMZN +15 $NVDA +2 $CAT +3 Mic $WMT +1 Mic $BIDU +2.5 Mic $TSLA +6 Mic $PYPL +1.50 Mic $TLRY +1.15 Stopped $BABA Stopped $M +.25 Scalp See Commentspic.twitter.com/6i3hL0pKMK
407,0.6770833333333335,https://bit.ly/2li5sPI < Easy Strategy for finding stocks to swing trade!! $EA $MU $PYPL $SIRI
408,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/5DJx30nd41P It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
409,0.0,What a monster $pypl has been
410,0.2,"IBD Big Cap 20 Ranked January 9, 2019 1. $NOW $ULTA $CRM $SPLK $XLNX $ADBE $PANW $PBA $TMUS $REGN $AVGO $EW $LULU $CQP $TMO $V $INTC $PYPL $BSX 20. $UNP Market in confirmed uptrend @IBDinvestors"
411,0.0,"Honda integrates Lego, Grubhub, Mastercard in connected-car prototype https://www.mobilemarketer.com/news/honda-integrates-lego-grubhub-mastercard-in-connected-car-prototype/545594/?utm_source=Sailthru&utm_medium=email&utm_campaign=Issue:%202019-01-09%20Mobile%20Marketer%20%5Bissue:18856%5D&utm_term=Mobile%20Marketer … via @mobilemktrdaily $MC $V $PYPL $CVX $GRUB $DIS"
412,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/ZgeM30nd412 It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
413,0.0,"Square +5.5% after rolling out feature that adds Square to apps https://seekingalpha.com/news/3421861?source=ansh … $SQ, $STRIP, $PYPL"
414,0.0,$PYPL 18-Jan-19 ATM Implied Vol Decreases -2.9%. Straddle Implies a Move of ±4.1% https://marketchameleon.com/Overview/PYPL/OptionSummary/ …
415,0.2,"IBD Big Cap 20 Ranked January 8, 2019 1. $NOW $PANW $CRM $ULTA $SPLK $ADBE $ILMN $ABBV $REGN $TMUS $LULU $EW $CQP $EPD $LLY $XLNX $DE $WDAY $V 20. $PYPL Market in confirmed uptrend @IBDinvestors"
416,0.0,$PYPL 18-Jan-19 ATM Implied Vol Drops -1.5%. Straddle Implies a Move of ±4.5% https://marketchameleon.com/Overview/PYPL/OptionSummary/ …
417,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/wCQo30nd40l It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
418,0.34,$PYPL $AMZN $NFLX filled a couple cheap lotto OTM Put verticals at the open spike today. Still have order in for $PYPL April 70/65 @0.40 and one more cheap $SPY Sept 155/150 @0.10pic.twitter.com/E6sLA397Fz
419,0.0,https://bit.ly/2zvlY8Y This MILLIONAIRE trader shows you his strategies!!! $PYPL $NXTTF $GTBIF
420,0.0,17W 1L $30/share ptofit potential. All entries given yesterday with comments.Hope some of you banked $IQ $AMD $X $NBL $EXEL $JD $WLL $AA $MYL $TWTR $AAL $MU $AMAT $ROKU $EA $SQ $AABA $EA $PYPL $SPY $SPXpic.twitter.com/FJs8GmAtgy
421,0.0,"They would transfer their share to the payor, not the payee. And yes - $PYPL"
422,0.16,$PYPL high OI range is 75.00 to 92.00 for option expiration 01/11/2019 #maxpain #options http://maximum-pain.com/options/open-interest/PYPL …pic.twitter.com/LUcgeQ4E7L
423,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/lOTp30nd3Zs It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
424,0.2,Chart Master Carter Worth says if you're worried about the wild swings in the market these are 3 stocks you can buy no matter what $MCD $ETSY $PYPL pic.twitter.com/K6kEmrN4Wg
425,0.0,Interesante correlación de la gráfica de Intel $INTC y PayPal $pypl. #TRMXpic.twitter.com/lMCg8OE6Kr
426,0.0,"$PYPL profile of CEO as a ""re-founder"" by @TheEconomist https://www.economist.com/business/2018/12/15/paypal-is-thriving-by-defying-conventional-wisdom?fsrc=scn/tw/te/bl/ed/paypalisthrivingbydefyingconventionalwisdommoneyinyourpurse … #fintech"
427,0.13636363636363635,$PYPL: New Insider Filing on Director WENCES CASARES: http://insideri.com/1663784_000163391719000002_0001633917-19-000002 …
428,-0.1,"$PYPL PayPal Holdings, Inc. SEC Filing: Form 4 http://www.sec.gov/Archives/edgar/data/1633917/000163391719000002/xslF345X03/edgardoc.xml …"
429,0.0,Positions [01/04/2019] High/Low $BA $AMZN $ISRG $AAPL $RTN $NVDA $CRM $URI $MCD $PYPL $ADBE $BP $NRG $ENB $TEVA Cash 20.35% Added $NRG $ENB $TEVA Pending Exits $RTN $NVDA
430,0.0,Scan results - Cup with Handle today: $AVGO $SO $KMB $RMD $BSX $AMGN $EQC $ARLP $HRB $ABM $VAR $FIS $INTU $SNN $PYPL $NMFC $AB $PFGC $EW $HLF ...https://swingtradebot.com/events/61-cup-with-handle/equities?selected_date=2019-01-03 …
431,-0.05,Price Returns vs Expected Daily Move $RLGY $BBD $NLY $WFC $JPM $GS $BAC $MS $C $MET $V $PYPL https://marketchameleon.com/Home/Dashboard/
432,0.16666666666666666,$IAC definitely. $pypl stood up better than I thought on the last rectum tear
433,0.0,$PYPL $V $IAC $DATA all have room for plunge-saucepic.twitter.com/mmGm3NfciX
434,0.25,"trading way below 50 & 200 M.A. Has yet to reclaim resistance in higher 50’s stock shouldnt be trading below $60,look at $PYPL"
435,0.0,Investors Sell Paypal $PYPL on Strength After Insider Selling http://dakotafinancialnews.com/?p=740632
436,0.0,Investors Sell Shares of Paypal $PYPL on Strength Following Insider Selling http://macondaily.com/?p=1439868
437,0.0,Scan results - Cup with Handle today: $TGE $AB $ABM $HRB $ICLR $ORI $NFG $CVBF $FIS $TFX $KMB $SNN $RMD $CBU $TERP $ASH $CUBE $PYPL $EQC $AMGN ...https://swingtradebot.com/events/61-cup-with-handle/equities?selected_date=2019-01-02 …
438,0.0,5 Payments Stocks That RBC Favors for 2019 http://bit.ly/2TjxxFi $V $PYPL $NCR $WP $TSS
439,0.28154761904761905,"Certainly like all those names; would rather own more $MA and stay concentrated vs $V, never ""gotten"" $PYPL thesis though haven't spent a ton of time one it, $MSFT is an amazing story but also feels extremely consensus at the moment"
440,0.16761363636363635,"IBD Big Cap 20 Ranked December 31, 2018 1. $NOW $PANW $CRM $ABBV $PGR $EW $SPLK $AVGO $PYPL $CQP $TMO $LLY $WDAY $AMTD $INTC $CHD $REGN $LULU $DIS 20. $NKE -Market in Correction Nasdaq undercuts its November low as many leading stocks struggle. @IBDinvestors-Happy New Year!"
441,0.3,$PYPL Paypal CEO banking on $1 Million worth of shares before 2018 ends. #insiderSelling https://www.sec.gov/Archives/edgar/data/1215315/000163391718000236/xslF345X03/edgardoc.xml …
442,0.13636363636363635,$PYPL: New Insider Filing on President and CEO DANIEL H SCHULMAN: http://insideri.com/1633917_000163391718000236_0001633917-18-000236 …
443,0.2375,Measured vs year ago (rather than vs 2018 peaks) big tech stocks overall look pretty damn good. Calendar yr data: $NFLX +39.4% $CRM +34.0 $AMZN +28.4 $ADBE +24.1 $TWTR +19.7 $MSFT +18.7 $PYPL +14.2 $CSCO +13.1 $INTC +1.7 $GOOGL -0.8 Nasdaq -3.9 $AAPL -6.8 $FB -25.7 $NVDA -31.0
444,-0.1,Paypal Holdings Inc $PYPL Expected to Announce Quarterly Sales of $4.24 Billion http://thelincolnianonline.com/?p=2597850
445,0.0,"Positions [12/28/2018] High/Low $BA $AMZN $ISRG $AAPL $RTN $NVDA $CRM $URI $MCD $PYPL $ADBE $BP Cash 22.70% Pending exits on bounce; $NVDA $RTN Chasing $ENB After Hours Trading, Dividends vs Cash."
446,0.4375,OptionAlarm provides Option Swing Trade Alerts With REAL Results! Try It For 10 Days: http://ow.ly/XfMK30n3hHa It's FREE! No Credit Card Required! $TLRY $CGC $PYPL $WMT
